,ProjectName,BranchNum,PullRequestNum,CommitNum,Topics,ReleaseInfo,star
0,bk-ci,6,31,"16,571","['kotlin', 'java', 'devops', 'microservices-architecture', 'continous-deployment', 'continuous-integrations', 'continous-delivery', 'blueking']",bk-ci v1.8.2,1973
1,wujie,5,2,56,[],,940
2,tdesign-mobile-vue,89,14,"2,104","['typescript', 'vue3', 'tdesign']",0.10.4,83
3,tdesign-common,7,11,"4,177","['less', 'utils', 'tdesign']",,93
4,tdesign-vue-next,4,9,"4,479","['less', 'typescript', 'vue', 'pc', 'vue3', 'tdesign']",🌈 0.20.2,708
5,tdesign-react,22,9,"3,670","['react', 'less', 'typescript', 'pc', 'tdesign']",0.40.4,532
6,bk-sops,12,4,"9,039","['python', 'flow', 'pipeline', 'devops-tools', 'bpmn-engine', 'bpmn2', 'blueking', 'flowengine']",V3.25.6,862
7,CodeAnalysis,6,2,"1,198","['code-analysis', 'code-review', 'code-quality', 'program-analysis', 'python37', 'code-quality-analyzer']",v1.4.3,1238
8,ncnn,1,47,"2,700","['android', 'ios', 'caffe', 'deep-learning', 'neural-network', 'mxnet', 'tensorflow', 'vulkan', 'keras', 'inference', 'pytorch', 'artificial-intelligence', 'simd', 'riscv', 'darknet', 'arm-neon', 'high-preformance', 'ncnn', 'onnx', 'mlir']",android ios macos linux windows webassembly 预编译库 20220729 b4ba207,15330
9,Hippy,10,18,"1,550","['react', 'android', 'ios', 'mobile', 'web', 'vue', 'frontend', 'cross-platform', 'hippy']","2022-08-26, Version 2.14.6(LTS)",6758
10,libpag,20,0,449,"['animation', 'after-effects', 'keyframes', 'libpag', 'pag']",v4.0.5.51,2056
11,tdesign-vue,28,7,"4,081","['less', 'vue2', 'pc', 'tyepscript', 'tdesign']",0.46.2,592
12,cherry-markdown,17,11,303,"['javascript', 'editor', 'markdown']",v0.7.9,994
13,puerts,6,2,"1,836","['javascript', 'typescript', 'v8', 'unity', 'dotnet', 'unrealengine']","Unity_v1.3.7,ApiLevel:16",3012
14,bk-bcs,25,8,"3,771","['kubernetes', 'containers', 'mesos', 'container-management', 'blueking']",v1.26.0,628
15,tdesign-miniprogram,19,9,"2,479","['wechat', 'miniprogram', 'tdesign']",0.19.2,346
16,Shadow,1,6,"1,617",['android'],2.1.2,6532
17,tdesign-vue-next-starter,3,1,246,"['typescript', 'vue3', 'pinia', 'tdesign']",0.4.0,221
18,mars,292,11,"1,602","['log', 'cross-platform', 'network', 'wechat']",v1.3.0,16354
19,tinker,5,14,792,"['android', 'dynamic', 'wechat', 'hotfix']",v1.9.14.24,16512
20,UnLua,22,6,872,[],2.2.3,1499
21,bk-cmdb,16,19,"30,163","['golang', 'microservice', 'rest-api', 'cmdb', 'devops-tools', 'blueking']",v3.10.11,4531
22,bk-PaaS,13,8,106,"['python', 'vuejs', 'login', 'paas', 'saas', 'esb', 'blueking']",ESB 更新配置类组件,748
23,spring-cloud-tencent,4,0,420,"['microservices', 'spring', 'spring-boot', 'microservice', 'spring-cloud', 'cloud-native', 'tencent', 'springcloud', 'service-governance', 'polarismesh']",1.7.0-Hoxton.SR12,2225
24,tmagic-editor,2,0,426,[],v1.1.0-beta.12,2796
25,bk-job,12,5,"3,132","['java', 'continuous-delivery', 'operation', 'deployment-automation', 'blueking']",bk-job v3.5.0.21,645
26,TencentKona-17,4,0,"66,021",[],Tencent Kona JDK 17.0.4.1,50
27,TencentKona-11,6,0,"56,525",[],Tencent Kona JDK 11.0.16.1-GA,250
28,TencentKona-8,7,5,"49,138",[],Tencent Kona v8.0.11-GA,803
29,APIJSON,8,8,"2,796","['mysql', 'hive', 'hadoop', 'clickhouse', 'vuejs2', 'postgresql', 'oracle', 'mysql-server', 'ios-swift', 'springboot', 'db2', 'postgresql-database', 'sqlserver', 'tidb', 'fastjson', 'typescript2', 'tdengine']",物联网数据库 TDengine; JOIN 性能提升,13693
30,TencentOS-kernel,67,0,292,[],4.14.105-19-0021,1261
31,ScriptX,2,1,49,"['lua', 'v8', 'javascriptcore', 'quickjs', 'script-engines']",,360
32,TNN,59,7,"2,431","['ocr', 'deep-learning', 'tensorflow', 'inference', 'pytorch', 'tengine', 'face-detection', 'tensorrt', 'mnn', 'coreml', 'ncnn', 'openvino', 'hairsegmentaion']",TNN v0.3.0,3644
33,tdesign,14,2,193,"['react', 'vue', 'miniapp', 'tdesign']",TDesign Weekly Release (Aug 4th 2022),2206
34,tdesign-react-starter,7,4,275,"['react', 'starter-kit', 'tdesign']",0.1.5,130
35,QTAF,3,8,270,"['testing', 'test-automation', 'test-framework', 'qta']",修复share_data机制的一处bug,443
36,QMUI_iOS,1,4,735,"['ios', 'uikit', 'ios-ui', 'ui-components']",4.5.1,6650
37,weui,6,6,685,"['style', 'wechat', 'weui', 'mobile-web']",Release v2.5.11,26493
38,tdesign-starter-cli,3,0,82,[],0.3.1,21
39,cloudbase-framework,5,0,"1,566","['react', 'nodejs', 'java', 'dart', 'docker', 'cli', 'php', 'front-end', 'vue', 'serverless', 'serverless-architectures', 'tencent', 'flutter', 'mobile-development', 'omi', 'fullstack-javascript', 'taro', 'deno', 'cloudbase']",1.6.x Holly - 2021-01-29,1817
40,rapidjson,11,61,"2,427",[],v1.1.0,12309
41,tat-agent,1,0,25,"['agent', 'rust', 'tat', 'tencentcloud']",Release v0.1.17,82
42,xLua,1,3,918,"['lua', 'csharp', 'unity', 'unity3d', 'xlua']",Tag:v2.1.16_with_silicon_support,7881
43,sluaunreal,3,7,"1,081","['plugin', 'lua', 'unreal', 'unreal-engine', 'slua', 'unreal4']",1.3.3 release,1470
44,omi,3,1,"7,766","['virtual-dom', 'admin', 'web', 'webcomponents', 'preact', 'jsx', 'web-components', 'admin-dashboard', 'custom-elements', 'weapp', 'vdom', 'mp', 'tsx', 'shadow-dom', 'mini-program', 'omi', 'miniprogram', 'kbone', 'omiu']",OmiProps<P> to OmiProps<P> | P,12376
45,MMKV,6,0,"1,081","['android', 'kotlin', 'python', 'windows', 'macos', 'swift', 'golang', 'ios', 'key-value', 'wechat', 'flutter']",v1.2.14,14921
